book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
1204,17184,17184,1326579,941,451528522,9.78045E+12,H.G. Wells,1897,The Invisible Man,The Invisible Man
1205,10374,10374,2531870,120,,,"Haruki Murakami, Alfred Birnbaum",1985,世界の終りとハードボイルド・ワンダーランド [Sekai no owari to hādoboirudo wandārando],Hard-Boiled Wonderland and the End of the World
1206,1428,1428,3249453,25,61122092,9.78006E+12,"Paulo Coelho, Alan R. Clarke",1994,Na margem do rio Piedra eu sentei e chorei,By the River Piedra I Sat Down and Wept
1207,62111,62111,2441994,553,1402726023,9.7814E+12,"Johann David Wyss, Scott McKowen, Arthur Pober",1812,Der Schweizerische Robinson,The Swiss Family Robinson  
1208,133266,133266,1733095,122,450542882,9.78045E+12,Stephen King,1990,Four Past Midnight,Four Past Midnight 
1209,13486122,13486122,19022487,50,1937044963,9.78194E+12,Jennifer Probst,2012,The Marriage Bargain,"The Marriage Bargain (Marriage to a Billionaire, #1)"
1210,77390,77390,63845,203,553213148,9.78055E+12,L.M. Montgomery,1909,Anne of Avonlea,"Anne of Avonlea (Anne of Green Gables, #2)"
1211,824204,824204,258562,90,448405202,9.78045E+12,"Watty Piper, Doris Hauman, George Hauman",1930,The Little Engine That Could,The Little Engine That Could
1212,16176440,16176440,22026398,59,399162097,9.7804E+12,Karen Joy Fowler,2013,We Are All Completely Beside Ourselves,We Are All Completely Beside Ourselves
1213,31360,31360,1959402,52,765304740,9.78077E+12,Orson Scott Card,1996,Children of the Mind,"Children of the Mind (Ender's Saga, #4)"
1214,338798,338798,2368224,842,679722769,9.78068E+12,James Joyce,1922,Ulysses,Ulysses
1215,816953,816953,802840,40,142401773,9.78014E+12,Sarah Dessen,1998,Someone Like You,Someone Like You
1216,3273,3273,3303291,20,312304358,9.78031E+12,Alan Brennert,2003,Moloka'i,Moloka'i
1217,11901,11901,2926133,68,99471426,9.7801E+12,Anne Rice,1990,The Witching Hour,"The Witching Hour (Lives of the Mayfair Witches, #1)"
1218,17309,17309,2298572,40,1581345283,9.78158E+12,Frank E. Peretti,1986,This Present Darkness,"This Present Darkness (Darkness, #1)"
1219,16113791,16113791,21930423,35,,,Jessica Sorensen,2012,The Coincidence of Callie & Kayden,"The Coincidence of Callie & Kayden (The Coincidence, #1)"
1220,24612118,24612118,43913972,50,1594634475,9.78159E+12,Lauren Groff,2015,Fates and Furies,Fates and Furies
1221,22695,22695,2055065,54,440243750,9.78044E+12,Judy Blume,1998,Summer Sisters,Summer Sisters
1222,138959,138959,2884160,88,64400565,9.78006E+12,"E.B. White, Garth Williams",1945,Stuart Little,Stuart Little
1223,46654,46654,41350,78,380508567,9.78038E+12,Isaac Asimov,1953,The Foundation Trilogy,"The Foundation Trilogy (Foundation, #1-3)"
1224,771,8049273,907243,75,375708111,9.78038E+12,Brian Greene,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory","The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory"
1225,131123,131123,1165972,75,64408639,9.78006E+12,"Lemony Snicket, Brett Helquist",2000,The Austere Academy,"The Austere Academy (A Series of Unfortunate Events, #5)"
1226,6424,6424,3207062,70,312980140,9.78031E+12,Janet Evanovich,2001,Seven Up,"Seven Up (Stephanie Plum, #7)"
1227,5391115,5391115,4115339,44,61662763,9.78006E+12,Kelley Armstrong,2009,The Awakening,"The Awakening (Darkest Powers, #2)"
1228,91479,91479,2183,42,451459407,9.78045E+12,Jim Butcher,2003,Death Masks,"Death Masks (The Dresden Files, #5)"
1229,786256,786256,1316672,39,152802177,9.78015E+12,Janell Cannon,1993,Stellaluna,Stellaluna
1230,902715,902715,2116927,66,575077883,9.78058E+12,Joe Abercrombie,2007,Before They Are Hanged,Before They Are Hanged (The First Law #2)
1231,898885,898885,3345089,48,345494997,9.78035E+12,Nancy Horan,2007,Loving Frank,Loving Frank
1232,6425,6425,1616132,57,312983867,9.78031E+12,"Janet Evanovich, Lorelei King",2002,Hard Eight,"Hard Eight (Stephanie Plum, #8)"
1233,150037,150037,324576,62,60566221,9.78006E+12,"Lemony Snicket, Brett Helquist",2001,The Vile Village,"The Vile Village (A Series of Unfortunate Events, #7)"
1234,67920,67920,2912372,36,446359408,9.78045E+12,Flora Rheta Schreiber,1973,Sybil,Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities
1235,55030,55030,3237312,93,375508325,9.78038E+12,Carl Sagan,1980,Cosmos,Cosmos
1236,22288,22288,1602272,60,1400032822,9.7814E+12,Chuck Palahniuk,2005,Haunted: A Novel of Stories,Haunted
1237,37095,37095,517040,98,051722285X,9.78052E+12,Rosamunde Pilcher,1987,The Shell Seekers,The Shell Seekers
1238,4952,4952,3271214,53,1932416641,9.78193E+12,Dave Eggers,2006,What Is the What: The Autobiography of Valentino Achak Deng,What Is the What
1239,23878,23878,59137,269,140003471X,9.7814E+12,"Gabriel García Márquez, Gregory Rabassa",1981,Crónica de una muerte anunciada,Chronicle of a Death Foretold
1240,1848444,1848444,2766104,13,582416396,9.78058E+12,"Ronald Holt, Arthur Conan Doyle",1891,A Scandal in Bohemia,"A Scandal in Bohemia (The Adventures of Sherlock Holmes, #1)"
1241,10587120,10587120,15494456,21,805093079,9.78081E+12,"Bill O'Reilly, Martin Dugard",2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,Killing Lincoln: The Shocking Assassination that Changed America Forever
1242,17262100,17262100,23858897,65,307265749,9.78031E+12,Jhumpa Lahiri,2013,The Lowland,The Lowland
1243,60400,60400,810498,89,142406635,9.78014E+12,John Flanagan,2004,The Ruins of Gorlan,"The Ruins of Gorlan (Ranger's Apprentice, #1)"
1244,5152478,5152478,5219477,56,067001110X,9.78067E+12,Laurie Halse Anderson,2009,Wintergirls,Wintergirls
1245,5354,5354,1854517,107,385339674,9.78039E+12,John Grisham,2000,The Brethren,The Brethren
1246,45112,33396914,503752,84,553565699,9.78055E+12,Robin Hobb,1997,Assassin's Quest,"Assassin's Quest (Farseer Trilogy, #3)"
1247,228296,228296,883024,146,451194004,9.78045E+12,Ira Levin,1967,Rosemary's Baby,Rosemary's Baby
1248,59219,59219,3324421,130,375507779,9.78038E+12,"Stephen King, Peter Straub",1984,The Talisman,"The Talisman (The Talisman, #1)"
1249,140974,140974,1098593,59,812550293,9.78081E+12,Robert Jordan,1998,The Path of Daggers,"The Path of Daggers (Wheel of Time, #8)"
1250,412732,412732,827497,113,140042520,9.78014E+12,Jack Kerouac,1958,The Dharma Bums,The Dharma Bums
1251,6468666,6468666,6659237,39,1841497126,9.78184E+12,Kelley Armstrong,2010,The Reckoning,"The Reckoning (Darkest Powers, #3)"
1252,11869272,11869272,16826575,59,1400067553,9.7814E+12,Katherine Boo,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity","Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity"
1253,152380,152380,2768848,162,152058109,9.78015E+12,"P.L. Travers, Mary Shepard",1934,Mary Poppins,"Mary Poppins (Mary Poppins, #1)"
1254,887877,887877,856785,48,553804685,9.78055E+12,Scott Lynch,2007,Red Seas Under Red Skies,"Red Seas Under Red Skies (Gentleman Bastard, #2)"
1255,139253,139253,2000351,67,679734775,9.78068E+12,Sandra Cisneros,1984,The House on Mango Street,The House on Mango Street
1256,1971304,1971304,1974537,72,670018708,9.78067E+12,David Benioff,2008,City of Thieves,City of Thieves
1257,1421990,1421990,1412415,56,61245089,9.78006E+12,Jeaniene Frost,2007,Halfway to the Grave,"Halfway to the Grave (Night Huntress, #1)"
1258,31456,31456,866909,116,141318309,9.78014E+12,"Roald Dahl, Quentin Blake",1980,The Twits,The Twits
1259,334643,334643,2339177,66,60278250,9.78006E+12,Garth Nix,2003,Abhorsen,"Abhorsen (Abhorsen, #3)"
1260,7510,7510,22576,60,446612545,9.78045E+12,"James Patterson, Peter de Jonge",2002,The Beach House,The Beach House
1261,10611,10611,3083085,142,751504572,9.78075E+12,Stephen King,1987,Eyes of the Dragon,The Eyes of the Dragon
1262,112,112,3634573,116,441104029,9.78044E+12,Frank Herbert,1976,Children of Dune,Children of Dune (Dune Chronicles #3)
1263,8855321,8855321,13730452,55,1841499889,9.78184E+12,James S.A. Corey,2011,Leviathan Wakes,"Leviathan Wakes (The Expanse, #1)"
1264,18006496,18006496,25272067,36,1619636042,9.78162E+12,Sarah J. Maas,2015,Queen of Shadows,"Queen of Shadows (Throne of Glass, #4)"
1265,15197,15197,1782551,25,679729771,9.78068E+12,Art Spiegelman,1991,Maus II : And Here My Troubles Began ,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)"
1266,310258,310258,51286,54,140501827,9.78014E+12,Ezra Jack Keats,1962,The Snowy Day,The Snowy Day
1267,40331,40331,826485,45,747267634,9.78075E+12,Janet Evanovich,2003,To the Nines,"To the Nines (Stephanie Plum, #9)"
1268,12987977,12987977,17394448,40,312554192,9.78031E+12,Emily Giffin,2012,Where We Belong,Where We Belong
1269,16213,16213,909325,67,385495226,9.78039E+12,Richard   Preston,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus
1270,9557,9557,1813695,124,99448475,9.7801E+12,"Haruki Murakami, Philip Gabriel",1999,スプートニクの恋人 [Supūtoniku no Koibito],Sputnik Sweetheart
1271,17465453,17465453,21889418,72,670024856,9.78067E+12,Elizabeth Gilbert,2012,The Signature of All Things,The Signature of All Things
1272,8600,8600,854886,38,1592402038,9.78159E+12,Lynne Truss,2003,"Eats, Shoots and Leaves","Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation"
1273,30264,30264,30640,56,60572965,9.78006E+12,Kim Harrison,2004,Dead Witch Walking,"Dead Witch Walking (The Hollows, #1)"
1274,196970,196970,3043272,3,399231900,9.7804E+12,"Clement C. Moore, Jan Brett",1986,,The Night Before Christmas
1275,2832909,2832909,2859015,53,752898477,9.78075E+12,Diana Gabaldon,2009,An Echo in the Bone,"An Echo in the Bone (Outlander, #7)"
1276,7488244,7488244,9621771,41,61996165,9.78006E+12,Cynthia Hand,2011,Unearthly,"Unearthly (Unearthly, #1)"
1277,73186,73186,333464,52,310226058,9.78031E+12,Lee Strobel,1988,The Case for Christ,The Case for Christ
1278,13888,13888,987750,53,812577566,9.78081E+12,Robert Jordan,2005,Knife of Dreams,"Knife of Dreams (Wheel of Time, #11)"
1279,13083,13083,817164,59,440421705,9.78044E+12,Carl Hiaasen,2002,Hoot,Hoot
1280,12914,12914,288738,830,679729526,9.78068E+12,"Virgil, Robert Fitzgerald",-17,Æneis,The Aeneid
1281,13503109,13503109,19051762,56,1594487367,9.78159E+12,Junot Díaz,2012,This is How You Lose Her,This Is How You Lose Her
1282,17803,17803,3070852,127,307265838,9.78031E+12,"Haruki Murakami, Jay Rubin",2004,アフターダーク [Afutā dāku],After Dark
1283,227265,227265,1041162,43,553375407,9.78055E+12,Daniel Quinn,1992,Ishmael: An Adventure of the Mind and Spirit,Ishmael:A Novel
1284,6584188,6584188,6777681,48,1416995552,9.78142E+12,Jenny Han,2010,It's Not Summer Without You,"It's Not Summer Without You (Summer, #2)"
1285,10194514,10194514,15093690,52,373210493,9.78037E+12,Katie McGarry,2012,Pushing the Limits,"Pushing the Limits (Pushing the Limits, #1)"
1286,111450,111450,6247751,103,439321611,9.78044E+12,"Kennilworthy Whisp, J.K. Rowling",2001,Quidditch Through the Ages,Quidditch Through the Ages
1287,147732,147732,142568,19,395401461,9.7804E+12,"Harry Allard, James  Marshall",1977,Miss Nelson Is Missing!,"Miss Nelson Is Missing! (Miss Nelson, #1)"
1288,9014,9014,522169,109,451196716,9.78045E+12,"Richard Bachman, Stephen King",1979,The Long Walk,The Long Walk
1289,172327,172327,1168344,66,60566213,9.78006E+12,"Lemony Snicket, Brett Helquist",2001,The Ersatz Elevator,"The Ersatz Elevator (A Series of Unfortunate Events, #6)"
1290,12930,12930,901952,56,385732538,9.78039E+12,Lois Lowry,2004,Messenger ,"Messenger (The Giver, #3)"
1291,42898,42898,2958166,52,451412354,9.78045E+12,J.R. Ward,2007,Lover Revealed,"Lover Revealed (Black Dagger Brotherhood, #4)"
1292,5413,5413,40802405,22,385516487,9.78039E+12,"Stephen King, Jerry N. Uelsmann",2005,'Salem's Lot The Illustrated Edition,'Salem's Lot
1293,83369,83369,80497,44,316057770,9.78032E+12,"Trenton Lee Stewart, Carson Ellis",2007,The Mysterious Benedict Society,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)"
1294,43369,43369,3442838,83,446579807,9.78045E+12,Christopher Hitchens,2007,God is Not Great: How Religion Poisons Everything,god is Not Great: How Religion Poisons Everything
1295,17029526,17029526,23346114,42,1301627445,9.7813E+12,Abbi Glines,2013,"Never Too Far (Too Far, #2)","Never Too Far (Rosemary Beach, #2; Too Far, #2)"
1296,15860,15860,1749610,97,61015733,9.78006E+12,Michael Crichton,2004,State of Fear,State of Fear
1297,10798416,10798416,15464655,59,316122386,9.78032E+12,Jennifer E. Smith,2012,The Statistical Probability of Love at First Sight,The Statistical Probability of Love at First Sight
1298,59263,59263,57689,80,786836547,9.78079E+12,Jonathan Stroud,2004,The Golem's Eye,"The Golem's Eye (Bartimaeus, #2)"
1299,9566,9566,1105809,40,184243022X,9.78184E+12,Tom Robbins,1980,Still Life with Woodpecker,Still Life with Woodpecker
1300,49465,49465,3402913,43,156031663,9.78016E+12,Jenna Blum,2004,Those Who Save Us,Those Who Save Us
1301,1110,1110,3204998,104,385340540,9.78039E+12,John Grisham,2005,The Broker,The Broker
1302,8235178,8235178,13082532,56,1595143971,9.7816E+12,Beth Revis,2011,Across the Universe,"Across the Universe (Across the Universe, #1)"
1303,347852,347852,2747475,94,671250671,9.78067E+12,M. Scott Peck,1978,"The Road Less Traveled:  A New Psychology of Love, Traditional Values, and Spiritual Growth","The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth"
1304,99383,99383,227172,40,451459873,9.78045E+12,Jim Butcher,2004,Blood Rites,"Blood Rites (The Dresden Files, #6)"
1305,297249,297249,945340,56,807508527,9.78081E+12,"Gertrude Chandler Warner, L. Kate Deal",1942,The Boxcar Children,"The Boxcar Children (The Boxcar Children, #1)"
1306,16171291,16171291,22018742,65,143123238,9.78014E+12,A.S.A. Harrison,2013,The Silent Wife,The Silent Wife
1307,10600242,10600242,15507935,56,91940737,9.78009E+12,Caitlin Moran,2011,How to Be a Woman,How to Be a Woman
1308,17927395,17927395,25126749,39,,,Sarah J. Maas,2016,A Court of Mist and Fury,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)"
1309,9439303,9439303,14323907,56,297854399,9.7803E+12,Keith Richards,2010,Life,Life
1310,85301,85301,4345835,69,676979343,9.78068E+12,Jhumpa Lahiri,2008,Unaccustomed Earth,Unaccustomed Earth
1311,5191,5191,3131254,77,316601950,9.78032E+12,Anita Shreve,1998,The Pilot's Wife,The Pilot's Wife
1312,11762,28251250,327422,81,140283307,9.78014E+12,Don DeLillo,1985,White Noise,White Noise
1313,42389,42389,903474,68,743464117,9.78074E+12,Stephen E. Ambrose,1992,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest","Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest"
1314,22463,22463,481941,1004,785819118,9.78079E+12,Charles Darwin,1859,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life,The Origin of Species
1315,25179,25179,781193,40,1891830430,9.78189E+12,Craig Thompson,2003,Blankets,Blankets
1316,2731276,2731276,2168242,70,61374229,9.78006E+12,David Wroblewski,2008,The Story of Edgar Sawtelle,The Story of Edgar Sawtelle
1317,5171,5171,1737200,43,345439104,9.78035E+12,Christina Schwarz,2000,Drowning Ruth,Drowning Ruth
1318,51504,51504,823130,131,876850867,9.78088E+12,Charles Bukowski,1971,Post Office,Post Office
1319,469571,469571,1907621,106,679744398,9.78068E+12,Cormac McCarthy,1992,All the Pretty Horses,"All the Pretty Horses (The Border Trilogy, #1)"
1320,3586,3586,6658413,117,1593082045,9.78159E+12,"Arthur Conan Doyle, Kyle Freeman",1914,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","The Complete Sherlock Holmes, Vol 2"
1321,1237398,1237398,361124,46,1569319014,9.78157E+12,"Eiichirō Oda, Andy Nakatani",1997,"One Piece, Volume 01","One Piece, Volume 01: Romance Dawn (One Piece, #1)"
1322,29127,29127,902304,73,451450523,9.78045E+12,Peter S. Beagle,1968,The Last Unicorn,"The Last Unicorn (The Last Unicorn, #1)"
1323,769483,769483,2215929,98,60577312,9.78006E+12,Angie Sage,2005,Magyk,"Magyk (Septimus Heap, #1)"
1324,781110,781110,212043,27,689848919,9.78069E+12,Laurie Halse Anderson,2000,Fever 1793,Fever 1793
1325,1914973,1914973,6504351,56,670018864,9.78067E+12,Tana French,2008,The Likeness,"The Likeness (Dublin Murder Squad, #2)"
1326,22551730,22551730,42009388,46,307408868,9.78031E+12,Erik Larson,2015,Dead Wake: The Last Crossing of the Lusitania,Dead Wake: The Last Crossing of the Lusitania
1327,77270,77270,17441265,1306,812504690,9.78081E+12,Rudyard Kipling,1894,The Jungle Book,The Jungle Book
1328,18144124,18144124,20434723,1,1439177724,9.78144E+12,Terry Hayes,2013,I Am Pilgrim,"I Am Pilgrim (Pilgrim, #1)"
1329,6295,6295,2290688,47,872863107,9.78087E+12,"Allen Ginsberg, William Carlos Williams",1956,Howl and Other Poems ,Howl and Other Poems
1330,170548,170548,164688,82,073380084X,9.78073E+12,Richard Carlson,1997,Don't Sweat the Small Stuff,Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life
1331,11192642,11192642,16117490,51,1617750255,9.78162E+12,"Adam Mansbach, Ricardo Cortés",2011,Go the Fuck to Sleep,Go the Fuck to Sleep
1332,360,569429,2842984,107,345418778,9.78035E+12,Douglas Adams,1992,Mostly Harmless,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)"
1333,10883,10883,750514,30,074325807X,9.78074E+12,Walter Isaacson,2003,Benjamin Franklin: An American Life,Benjamin Franklin: An American Life
1334,8366402,8366402,13221524,59,385343833,9.78039E+12,Téa Obreht,2011,The Tiger's Wife,The Tiger's Wife
1335,60510,60510,1180409,71,778324338,9.78078E+12,Maria V. Snyder,2005,Poison Study,"Poison Study (Study, #1)"
1336,304027,304027,295059,52,451222350,9.78045E+12,J.R. Ward,2007,Lover Unbound,"Lover Unbound (Black Dagger Brotherhood, #5)"
1337,64222,64222,1636617,65,60502932,9.78006E+12,Terry Pratchett,2004,Going Postal,"Going Postal (Discworld, #33; Moist von Lipwig, #1)"
1338,323355,323355,2139868,343,967686563,9.78097E+12,"Anonymous, Joseph Smith Jr.",1830,The Book of Mormon,The Book of Mormon: Another Testament of Jesus Christ
1339,813214,813214,59181,35,451223292,9.78045E+12,Stephen King,1980,The Mist,The Mist
1340,17683,17683,6614452,30,045146091X,9.78045E+12,Jim Butcher,2005,Dead Beat,"Dead Beat (The Dresden Files, #7)"
1341,18966819,18966819,26984955,63,345539826,9.78035E+12,Pierce Brown,2015,Golden Son,"Golden Son (Red Rising, #2)"
1342,47989,47989,1712283,62,055215430X,9.78055E+12,Terry Pratchett,2002,Night Watch,"Night Watch (Discworld, #29; City Watch, #6)"
1343,34506,34506,592532,117,61020702,9.78006E+12,Terry Pratchett,1986,The Light Fantastic,"The Light Fantastic (Discworld, #2; Rincewind #2)"
1344,6516450,6516450,6708278,61,316078573,9.78032E+12,Malcolm Gladwell,2009,What the Dog Saw and Other Adventures,What the Dog Saw and Other Adventures
1345,25574782,25574782,42937661,12,62430874,9.78006E+12,Karin Slaughter,2015,Pretty Girls,Pretty Girls
1346,944076,944076,929012,60,575077905,9.78058E+12,Joe Abercrombie,2008,Last Argument of Kings,"Last Argument of Kings (The First Law, #3)"
